fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.114,0.616,0.102,2.496,0.107,10.078,12.148,1.0,3.389,1.005,12.507,5
9.967,0.736,0.36,2.891,0.109,22.017,59.738,0.993,3.136,0.768,10.086,6
7.152,0.53,0.173,2.449,0.076,-7.568,11.59,0.998,3.689,0.6,11.03,5
8.312,0.315,-0.029,2.959,0.068,24.617,86.524,0.999,3.079,0.797,11.328,6
8.561,0.668,0.358,-0.747,0.162,0.222,53.997,0.996,3.244,0.601,9.986,5
7.515,0.087,0.284,3.326,0.102,9.326,43.598,0.996,3.351,0.691,10.18,6
6.271,0.485,0.455,2.81,0.028,21.454,75.237,0.996,3.36,0.577,10.883,7
5.723,0.484,0.603,1.905,-0.022,18.603,51.572,0.999,3.32,0.769,10.458,6
4.46,0.666,0.205,4.049,0.119,30.725,9.125,1.001,3.292,0.879,11.053,7
4.866,0.7,0.47,4.225,0.042,1.304,71.327,0.997,3.165,0.603,11.392,6
8.355,0.467,0.316,4.65,0.105,28.064,55.765,0.998,3.243,0.454,10.196,6
9.789,0.467,0.239,0.962,0.016,13.613,43.008,0.994,3.339,0.711,10.36,5
6.557,0.391,0.343,2.622,0.082,30.223,90.529,0.994,3.349,0.731,11.494,5
10.883,0.682,0.361,1.489,0.159,22.494,73.424,0.997,3.185,0.587,10.057,5
10.225,0.406,0.239,3.297,0.132,11.664,87.929,0.998,3.498,0.274,9.483,6
7.118,0.395,0.696,1.705,0.128,10.719,36.017,0.994,3.335,0.547,10.013,7
7.568,0.743,0.311,3.852,0.09,18.825,54.568,0.994,3.522,0.816,10.557,6
6.92,0.32,0.46,2.734,0.099,1.283,25.818,0.998,3.376,0.847,9.31,5
11.355,0.827,0.267,3.506,0.031,-0.453,27.937,0.998,3.328,0.57,8.91,5
6.301,0.516,0.694,3.306,0.04,-2.937,-0.702,0.995,3.45,0.626,10.055,5
9.185,0.624,0.611,2.812,0.065,21.435,125.189,0.996,3.506,0.524,10.863,5
7.411,0.411,0.4,4.001,0.084,20.572,28.19,0.996,3.511,0.589,11.975,7
11.048,0.873,0.129,2.222,0.071,19.47,2.571,0.996,3.339,0.716,11.936,5
6.025,0.54,0.247,3.575,0.049,30.486,22.105,0.998,3.438,0.622,10.416,8
8.835,0.542,0.084,0.351,0.023,14.299,-27.562,0.996,3.238,0.654,11.299,7
7.102,0.459,-0.016,-0.051,0.086,7.32,113.15,0.997,3.278,0.83,11.342,5
9.581,0.901,0.199,2.76,0.102,3.566,42.688,0.995,3.245,0.509,12.415,4
7.244,0.573,0.277,2.153,0.116,-3.655,45.914,0.996,3.171,0.69,9.389,5
8.898,0.387,0.167,3.452,0.086,8.314,-28.651,0.998,3.019,0.756,9.352,4
8.399,0.349,0.389,3.711,0.168,25.67,75.631,0.999,3.317,0.588,10.836,4
7.036,0.511,0.545,2.405,0.092,2.616,34.177,0.996,3.323,0.798,10.209,5
7.754,0.078,0.333,2.522,0.122,6.988,42.963,0.997,3.296,0.687,8.927,6
7.045,0.665,0.137,2.692,0.09,10.809,47.364,0.998,3.1,0.542,10.457,8
9.823,0.551,-0.134,0.704,0.122,2.286,34.629,0.997,3.211,0.629,13.722,5
4.718,0.455,0.069,2.328,-0.021,5.987,37.521,0.993,3.118,0.935,9.589,5
10.588,0.826,0.481,3.801,0.104,15.763,105.402,0.993,3.289,0.514,10.52,6
10.268,0.603,0.482,1.361,0.093,29.591,10.838,0.996,3.073,0.628,11.271,7
7.978,0.446,0.534,1.412,0.102,11.91,32.36,0.996,3.144,0.82,10.349,7
7.627,0.386,0.69,2.208,0.041,7.124,46.649,0.996,3.026,0.5,11.386,5
10.09,0.636,0.481,2.696,0.049,33.302,55.615,0.997,3.373,0.731,13.252,7
7.571,0.613,0.3,2.44,0.147,7.131,31.448,0.996,3.35,0.666,10.737,6
6.154,0.645,-0.212,3.436,0.063,21.615,53.121,0.992,3.19,0.592,11.311,5
6.064,0.574,0.238,1.853,0.042,16.672,73.735,0.996,3.46,0.688,11.005,7
7.996,0.376,0.271,4.061,0.175,4.547,50.529,0.997,3.296,0.77,10.651,4
5.457,0.587,-0.144,1.543,0.062,35.714,37.463,0.994,3.483,0.46,11.506,5
7.82,0.546,0.323,3.191,0.082,14.205,33.66,0.998,3.412,0.655,9.452,7
6.927,0.242,0.49,1.494,0.035,8.494,36.425,0.998,3.455,0.661,7.724,6
8.907,0.243,0.31,4.559,0.109,17.531,23.319,0.999,3.185,0.999,9.193,6
11.972,0.514,0.31,3.345,-0.035,20.041,67.601,0.994,3.298,0.863,11.094,7
10.053,0.649,0.364,3.786,0.138,11.313,54.444,0.998,3.169,0.568,8.965,6
7.072,0.735,0.388,0.133,0.143,40.45,5.642,0.996,3.199,0.673,10.229,6
6.751,0.606,0.418,1.396,0.045,15.526,71.872,0.993,3.264,0.843,12.762,6
9.498,0.456,0.403,1.252,0.104,29.534,16.794,0.995,3.106,0.57,11.757,5
8.034,0.26,0.34,3.513,0.091,13.969,58.468,1.001,3.466,0.741,9.62,5
9.75,0.527,0.172,4.057,0.081,18.155,113.978,0.996,3.117,0.739,11.839,5
6.821,0.438,0.434,2.547,0.109,2.988,-8.59,1.003,3.561,0.81,9.346,5
9.005,0.453,0.343,4.318,0.094,21.43,52.994,0.995,3.327,0.476,11.278,6
9.142,0.731,0.377,3.411,0.096,-4.612,90.494,0.995,3.4,0.573,11.193,4
8.882,0.197,0.314,2.556,0.163,4.304,57.804,0.995,3.196,0.629,9.437,6
9.701,0.496,0.572,2.504,0.21,1.564,65.626,0.996,3.136,0.644,12.665,6
11.026,0.884,0.18,0.532,-0.019,21.47,0.3,0.994,2.961,0.737,10.049,5
10.449,0.482,0.355,1.009,0.092,26.813,16.292,0.996,3.623,0.819,8.629,7
7.951,0.5,0.06,0.28,0.058,3.242,126.069,0.998,3.22,0.644,11.942,5
6.544,0.425,0.285,4.334,0.058,9.542,96.625,0.994,3.278,0.677,10.189,8
4.436,0.433,0.266,4.401,0.02,23.22,63.598,0.995,3.169,0.639,8.983,5
9.375,0.149,0.368,5.129,0.036,0.935,83.456,0.996,3.086,1.041,9.891,5
7.694,0.293,0.369,2.414,0.066,26.368,59.743,0.995,3.198,0.701,10.521,7
9.622,0.681,0.382,3.772,0.107,8.665,-16.943,0.999,3.038,0.811,10.125,7
6.671,0.621,0.407,1.631,0.071,24.413,9.802,0.997,3.619,0.638,10.462,6
9.663,0.488,0.343,3.266,0.142,11.421,52.726,0.996,3.233,0.578,9.095,6
5.645,0.618,0.207,2.871,0.033,29.366,29.14,0.994,3.229,0.841,8.912,5
10.093,0.61,0.329,1.897,0.033,24.532,14.331,0.998,3.363,0.684,11.254,6
12.135,0.809,0.074,2.836,0.097,11.617,84.147,0.995,3.513,0.489,12.616,4
7.872,0.839,0.607,2.461,0.051,30.266,63.479,0.998,3.314,0.51,11.455,6
9.925,0.691,0.246,4.295,0.086,22.918,103.507,1.001,3.476,0.686,12.104,6
6.621,0.298,0.306,5.084,0.059,20.508,-28.168,0.995,3.272,0.866,9.604,6
8.971,0.521,-0.136,0.261,0.065,6.567,88.573,0.998,3.141,0.605,9.606,6
7.331,0.356,0.108,3.085,0.103,23.957,21.111,0.995,3.203,0.621,9.42,4
8.588,0.465,0.711,2.295,0.13,19.204,-10.967,0.999,3.586,0.707,12.738,4
4.652,0.46,-0.148,4.331,0.132,17.126,65.141,0.997,3.074,0.998,9.397,5
10.44,0.204,0.071,1.869,0.178,11.995,58.285,0.997,3.202,0.511,10.007,7
7.682,0.459,0.344,2.858,0.111,12.727,72.632,0.997,3.39,0.544,8.811,5
6.949,0.516,0.128,3.009,0.131,-3.891,44.258,0.998,3.098,0.787,10.338,4
7.686,0.534,0.336,2.545,0.099,23.174,57.552,0.996,3.394,0.549,10.738,6
9.759,0.623,0.299,2.765,0.061,2.498,50.156,0.996,3.244,0.595,8.268,5
9.278,0.749,0.198,0.77,0.093,22.948,19.573,0.996,3.231,0.716,9.414,4
11.033,0.659,0.273,1.656,0.043,16.902,49.971,0.997,3.415,0.374,12.897,5
8.689,0.736,-0.009,1.313,0.148,9.21,39.841,0.994,3.309,0.648,10.607,6
5.763,0.209,0.465,3.758,0.158,16.668,103.348,0.995,3.312,0.948,10.45,6
9.418,0.629,0.012,1.995,0.014,26.627,58.949,0.995,3.306,0.408,10.178,4
6.32,0.253,0.406,3.489,0.123,12.496,63.001,0.996,3.367,0.692,11.019,5
6.309,0.634,0.241,1.547,0.047,-5.499,66.004,0.996,3.223,0.951,10.298,5
8.431,0.378,0.104,1.335,0.057,22.088,94.352,0.993,3.315,0.799,10.871,6
10.335,0.807,0.234,2.485,0.058,5.035,47.051,1.0,3.489,0.762,10.817,5
9.407,0.998,0.443,2.071,0.071,24.933,4.371,0.995,3.328,0.798,10.094,6
8.593,0.691,0.33,3.491,0.05,6.323,62.838,1.0,3.704,0.787,9.983,6
11.851,0.731,0.593,4.844,0.028,3.91,138.749,0.994,3.331,0.65,10.424,5
8.178,0.399,0.313,0.09,0.076,31.887,82.35,0.995,3.533,1.011,11.642,5
7.913,0.983,0.195,3.337,0.126,17.644,101.291,0.998,3.449,0.668,11.356,7
9.99,0.63,0.5,0.887,0.032,25.384,9.879,0.998,3.125,0.512,11.443,7
6.834,0.497,0.249,2.46,0.093,16.813,38.267,1.0,3.491,0.402,8.983,5
6.315,0.466,0.028,3.283,0.141,7.945,102.038,0.996,3.347,0.468,9.162,6
8.315,0.282,0.209,1.949,0.103,19.94,23.496,0.995,3.294,0.679,9.212,5
11.153,0.318,-0.187,4.034,0.048,4.744,86.518,0.996,3.59,0.815,8.914,6
7.308,0.691,-0.117,4.961,0.093,12.967,-5.09,0.996,3.041,0.655,9.01,8
8.178,0.621,0.178,2.621,0.084,7.793,32.324,0.995,3.411,0.527,10.768,6
8.878,0.515,0.456,1.345,0.095,21.527,43.1,0.994,3.48,0.408,9.398,6
4.356,0.565,0.472,0.972,0.096,3.344,122.54,0.999,3.166,0.605,10.789,6
9.336,0.267,0.399,3.366,0.044,22.428,8.448,0.996,3.346,0.937,10.523,6
7.068,0.457,0.325,1.964,0.047,7.697,84.143,1.0,3.333,0.799,9.842,5
8.392,0.35,0.322,1.903,0.125,4.734,70.543,0.997,3.346,0.503,10.551,5
7.823,0.614,0.137,1.482,0.041,9.101,60.882,0.997,3.308,0.71,11.974,5
7.896,0.494,0.251,3.299,0.105,16.873,20.475,0.997,3.343,0.448,11.783,5
7.775,0.546,0.421,0.679,-0.002,13.613,50.201,0.997,3.155,0.39,10.772,5
6.639,0.764,0.084,2.48,0.107,16.458,67.555,0.999,3.269,0.551,11.514,5
5.645,0.409,0.291,2.589,0.098,8.98,52.587,0.997,3.01,0.609,10.454,4
10.292,0.774,0.261,3.404,0.093,20.173,64.443,0.994,3.153,0.527,8.882,4
10.378,0.517,0.391,5.492,0.047,21.501,41.766,0.995,3.26,0.88,11.723,7
9.624,0.65,0.403,3.598,0.078,27.184,17.626,1.0,3.479,0.708,11.063,7
10.397,0.174,0.78,1.538,-0.004,25.139,47.753,0.995,3.261,0.516,9.197,6
10.436,0.77,0.358,3.281,0.188,9.16,62.38,1.0,3.426,0.854,10.262,5
8.867,0.498,0.358,2.883,0.136,27.347,18.576,0.998,3.184,0.572,10.675,4
8.367,0.577,0.007,2.79,0.066,9.789,80.817,0.997,3.254,0.761,9.256,6
8.475,0.641,0.295,2.257,0.064,19.758,32.542,0.995,3.136,0.52,10.264,6
8.062,0.594,0.418,4.16,0.093,23.675,19.349,0.996,3.317,0.653,9.426,6
8.098,0.252,0.262,3.445,0.156,26.137,-9.176,1.0,3.23,0.532,10.191,6
8.149,0.334,0.237,3.747,0.086,14.92,116.273,0.998,3.18,0.695,9.338,6
7.583,0.312,0.09,4.409,0.046,18.941,51.053,0.999,3.324,0.575,11.439,6
10.912,0.465,-0.109,1.32,0.104,7.664,52.944,0.995,3.144,0.787,9.929,5
8.401,0.353,-0.092,2.343,0.095,26.787,115.029,0.998,3.614,0.34,8.952,5
11.77,0.56,0.372,1.479,0.056,21.013,53.121,0.997,3.281,1.017,12.382,6
9.053,0.947,0.372,3.195,0.079,18.737,54.028,0.995,3.373,0.521,8.841,7
10.482,0.295,0.569,0.232,0.032,16.323,62.255,0.998,3.53,0.651,9.228,5
8.884,0.53,0.041,3.048,0.041,17.449,39.331,0.998,3.264,0.43,9.072,6
5.609,0.363,0.112,2.173,0.024,7.512,63.423,0.998,3.234,0.735,9.915,6
9.256,0.67,-0.029,1.293,0.123,23.071,101.909,0.998,3.298,0.805,9.33,6
7.913,0.494,0.429,1.756,0.122,34.087,35.676,0.994,3.286,0.849,10.795,5
7.61,0.631,0.463,1.11,0.162,15.831,31.476,0.996,3.464,0.848,10.677,5
6.899,0.599,0.206,3.276,0.052,15.384,23.56,0.995,3.588,0.6,11.533,5
6.846,0.521,0.32,-0.346,0.002,0.383,0.441,0.993,3.263,0.849,10.071,6
10.835,0.561,0.163,0.998,0.106,7.377,2.017,0.999,3.477,0.302,8.538,4
8.919,0.122,0.092,2.341,0.151,29.275,125.802,0.994,3.294,0.772,9.662,6
7.785,0.657,0.451,2.81,0.197,23.216,96.284,0.996,3.261,0.732,11.263,5
13.105,0.86,0.244,1.339,0.116,3.984,92.231,0.999,3.397,0.888,9.253,5
4.307,0.442,0.167,4.354,0.109,16.226,42.213,1.0,3.078,0.837,12.593,4
8.161,0.438,0.183,2.546,0.138,-3.897,24.94,0.995,3.347,0.629,11.049,6
9.635,0.487,0.639,1.061,0.15,23.619,-27.848,0.995,3.156,0.531,9.372,6
10.287,0.598,0.318,0.779,0.116,27.111,42.481,0.99,3.117,0.781,9.069,6
8.088,0.31,0.573,2.128,0.098,29.452,44.204,0.998,3.399,0.658,8.027,5
7.238,0.614,0.316,1.767,0.164,26.422,22.017,0.995,3.382,0.747,10.586,6
7.664,0.482,0.516,2.366,0.108,22.775,50.924,0.996,3.28,0.807,10.372,5
7.34,0.948,0.501,2.175,0.108,24.642,34.349,0.998,3.221,0.708,10.333,6
7.479,0.714,0.292,2.181,0.075,32.851,125.645,0.995,3.134,0.774,9.952,4
5.719,0.645,-0.075,2.962,0.132,29.793,54.729,0.994,3.39,0.494,9.219,6
9.684,0.808,0.197,3.609,0.123,24.118,34.631,0.995,3.279,0.744,10.238,6
9.292,0.585,0.352,2.612,0.079,3.546,90.262,0.999,3.058,0.399,10.751,5
8.98,0.489,0.118,0.644,0.037,22.217,-5.197,0.995,3.313,0.509,10.757,6
8.516,0.693,0.178,2.091,0.018,22.535,20.786,0.997,3.46,0.815,10.992,6
8.527,0.768,0.296,3.526,0.111,5.516,5.213,0.996,3.357,0.718,11.324,6
6.421,0.754,0.27,2.631,0.077,14.175,81.519,0.993,3.355,0.854,8.592,6
9.693,0.587,0.005,4.253,0.042,9.787,41.658,0.997,3.37,0.421,10.017,6
5.974,0.627,0.213,3.02,0.118,-0.295,91.956,0.999,3.209,0.558,12.435,5
7.883,0.64,0.261,2.391,0.085,19.483,74.53,1.001,3.42,0.467,11.844,6
11.205,0.568,0.206,0.594,0.058,37.489,61.768,0.999,3.361,0.724,11.194,5
4.112,0.721,0.555,4.567,0.144,9.439,43.117,0.994,3.314,0.657,10.761,5
7.863,1.019,0.325,2.03,0.034,47.636,36.104,0.998,3.369,0.801,11.298,5
6.263,0.257,-0.06,4.093,0.024,-6.651,36.637,0.995,3.301,0.748,11.639,6
8.274,0.741,0.194,-0.28,0.037,20.502,80.391,0.995,3.258,0.298,11.425,6
9.569,0.499,-0.066,2.755,0.094,19.651,110.366,0.996,3.195,0.511,11.314,6
7.629,0.754,-0.008,1.655,0.147,26.781,46.461,0.995,3.594,0.525,10.199,6
6.557,0.532,0.132,1.101,-0.009,16.622,11.183,0.997,3.575,0.607,11.243,6
9.709,0.299,0.255,2.101,0.066,20.32,19.512,0.996,3.467,0.67,11.047,6
11.229,0.825,0.168,1.783,0.103,35.427,31.598,0.996,3.407,0.699,8.765,5
11.0,0.682,0.164,2.129,0.097,11.19,61.408,0.998,3.25,0.504,9.207,5
9.878,0.38,0.288,1.766,0.129,18.024,54.316,0.997,3.13,0.644,8.796,6
8.08,0.607,0.247,1.955,0.04,18.044,-6.602,0.997,3.491,0.537,13.058,5
7.551,0.437,0.155,-0.368,0.05,19.085,7.501,0.995,3.4,0.713,10.633,5
7.316,0.473,0.181,3.062,0.079,0.084,11.776,0.995,3.08,0.53,9.733,5
10.947,0.57,0.522,5.542,0.129,10.268,20.832,0.995,3.195,0.657,9.943,5
9.025,0.231,0.491,-0.317,0.033,15.282,72.418,0.997,3.387,0.679,9.506,5
11.325,0.387,0.284,4.03,0.148,26.199,18.861,0.998,3.494,0.622,11.361,6
8.198,0.508,0.241,5.175,0.13,12.65,20.03,0.997,3.379,0.567,10.595,6
7.98,0.267,0.094,5.302,0.016,17.924,-25.722,0.998,3.291,0.647,10.158,5
5.914,0.35,0.269,3.367,0.009,16.329,38.514,0.994,3.243,0.473,11.672,5
8.477,0.498,-0.008,1.23,0.058,20.566,63.304,1.0,3.198,1.203,9.904,5
9.328,0.298,0.269,4.51,0.135,11.455,102.784,0.997,3.219,0.843,11.264,6
8.701,0.323,0.917,1.084,0.101,12.897,51.05,0.999,3.156,0.771,11.402,5
8.859,1.068,-0.157,3.909,0.069,5.316,-54.142,0.997,3.346,0.504,12.886,7
10.003,0.549,0.623,1.675,0.083,1.334,84.453,0.998,3.023,0.686,10.217,5
11.496,0.564,0.007,2.103,0.135,4.196,-2.522,0.995,3.222,0.765,10.196,7
7.342,0.2,0.41,2.163,0.094,6.589,20.782,0.996,3.218,0.431,10.355,7
8.418,0.428,0.074,1.107,0.081,26.384,50.131,0.994,3.113,0.575,10.783,6
9.551,0.28,0.146,2.773,0.088,3.938,-7.804,0.996,3.373,0.463,10.475,6
7.541,0.564,0.068,5.083,0.027,8.151,42.209,0.997,3.357,0.98,9.827,6
6.985,0.442,0.127,3.304,0.062,20.601,46.929,0.998,3.607,0.458,10.864,4
6.234,0.64,-0.004,3.384,0.084,15.549,64.949,0.998,3.047,0.457,9.671,6
6.654,0.454,0.796,4.074,0.117,12.565,72.777,0.997,3.424,0.463,10.177,6
6.947,0.587,0.108,3.353,0.11,0.936,67.114,0.995,3.34,0.686,10.357,7
8.186,0.515,0.439,-0.495,0.078,10.874,66.545,0.998,3.5,0.977,10.989,6
8.366,0.482,0.099,2.145,0.087,27.612,88.073,0.994,3.474,0.621,11.045,6
6.147,0.744,0.412,2.351,-0.043,24.659,78.759,0.994,3.389,0.529,9.545,5
8.708,0.65,0.383,2.934,0.077,4.465,66.719,0.995,3.386,1.007,11.221,5
8.529,0.429,-0.09,2.456,0.106,14.853,49.232,0.996,3.394,0.869,9.663,7
7.96,0.79,0.693,1.121,0.109,15.76,81.449,0.996,3.474,0.72,11.077,6
8.646,0.605,0.206,4.983,0.152,21.675,12.571,0.998,3.354,0.743,10.391,6
5.702,0.457,0.54,0.557,0.094,19.687,-1.126,0.998,3.321,0.587,10.1,6
7.342,0.527,0.13,1.076,0.162,18.191,66.602,1.0,3.204,0.541,9.696,7
6.987,0.724,-0.014,2.366,0.087,9.729,-31.181,0.995,3.357,0.927,10.066,5
12.096,0.394,0.238,3.27,0.001,21.716,30.712,0.993,3.509,0.541,9.416,6
6.45,0.417,0.404,3.478,0.054,18.792,67.101,1.0,3.413,0.654,11.237,6
9.624,0.718,0.352,-0.126,0.019,6.88,60.344,1.0,3.222,0.828,8.226,6
5.143,0.502,0.396,-0.07,0.154,-16.497,77.659,0.999,3.171,0.628,10.944,6
7.79,0.691,0.033,3.422,0.128,1.143,101.638,0.998,3.366,0.521,9.247,5
11.427,0.273,0.109,1.258,0.188,23.698,17.736,0.995,3.308,0.559,11.832,5
10.763,0.439,0.159,1.238,0.14,15.604,29.231,0.994,3.212,0.71,11.572,5
10.441,0.321,0.353,2.481,0.168,16.163,52.742,0.997,2.942,0.88,11.35,5
10.612,0.645,0.365,3.546,0.075,33.906,59.464,0.995,3.664,0.727,10.398,5
7.652,0.331,0.068,3.985,0.115,0.478,44.212,1.0,3.428,0.625,11.34,6
6.475,0.463,0.583,3.259,0.018,16.855,76.079,1.001,3.137,0.78,9.23,4
8.464,0.444,-0.154,2.252,0.043,26.402,53.551,0.996,3.321,0.43,10.695,6
11.564,0.393,0.315,1.056,0.127,-0.022,60.561,0.999,3.361,0.594,10.444,5
8.302,0.355,0.279,1.892,0.03,32.985,31.609,0.996,3.022,0.766,10.153,5
8.907,0.643,0.34,2.635,0.11,2.261,12.916,0.999,2.911,0.906,10.916,5
6.163,0.62,0.181,1.772,0.04,3.128,47.243,0.992,3.223,0.829,10.673,5
7.512,0.822,0.325,1.698,0.025,27.552,42.882,0.997,3.634,0.357,8.985,6
7.831,0.558,-0.046,2.374,0.075,21.625,22.73,0.995,3.335,0.777,11.197,4
8.295,0.224,0.19,2.717,0.066,18.026,76.058,0.997,3.241,0.874,10.832,5
6.26,0.612,0.361,4.486,0.069,20.009,88.49,0.997,3.174,1.151,12.107,5
8.282,0.495,0.074,3.323,0.075,20.531,51.68,0.999,3.444,0.626,10.869,6
10.028,0.409,0.093,1.225,0.068,24.625,58.726,0.997,3.261,0.429,10.26,6
5.42,0.97,0.298,1.888,0.129,2.244,90.188,0.998,3.352,0.504,9.166,6
9.767,0.434,0.013,5.03,0.071,31.883,50.246,0.996,3.283,0.788,11.153,6
11.66,0.571,0.043,3.095,0.048,14.42,32.278,0.998,3.492,0.633,9.859,6
12.863,0.761,0.181,2.083,0.128,23.094,56.451,0.996,3.314,0.794,10.71,5
7.562,0.403,0.219,-0.163,0.117,10.574,48.198,0.998,3.277,0.743,9.958,5
5.755,0.388,0.27,1.311,0.122,9.067,61.421,0.998,3.563,0.622,9.639,6
9.244,0.623,0.229,3.324,0.073,21.592,58.41,0.997,2.973,0.733,11.499,4
11.445,0.639,0.411,4.552,0.039,26.093,86.132,0.996,3.238,0.798,11.062,5
10.884,0.507,0.086,1.185,0.063,3.821,39.719,0.999,3.244,0.646,8.829,5
8.64,0.741,0.126,1.24,0.151,12.944,2.438,0.997,3.388,0.628,10.419,5
5.746,0.488,0.273,2.355,0.044,24.109,14.131,0.994,3.711,0.568,7.939,5
9.465,0.341,0.49,3.246,0.094,14.785,59.876,0.996,3.396,0.525,10.936,7
8.899,0.362,0.282,2.31,0.076,9.887,65.801,0.997,3.105,0.991,10.201,6
5.942,0.38,0.649,3.03,-0.001,-4.079,49.074,0.995,3.697,0.861,9.158,6
9.736,0.473,0.134,3.314,0.058,23.953,51.604,0.995,3.544,0.605,9.255,5
7.094,0.591,0.329,1.248,0.117,20.255,50.131,0.997,3.59,0.553,11.465,6
6.501,0.477,0.293,1.49,0.174,47.172,67.329,0.998,3.149,0.63,9.849,5
8.675,0.506,0.422,3.879,0.153,24.243,52.125,1.0,3.291,0.786,9.57,7
7.011,0.8,0.38,0.662,0.05,7.011,14.842,0.992,3.278,0.753,10.631,3
11.015,0.425,0.343,5.674,0.066,11.744,8.577,0.993,3.423,0.632,8.153,5
7.448,0.595,0.648,2.856,0.152,3.76,1.383,0.994,3.446,0.701,8.647,7
7.388,0.415,0.22,1.229,0.108,0.219,7.946,0.999,3.318,0.66,12.067,6
11.444,0.7,0.409,3.029,0.14,32.172,12.281,0.995,3.334,0.8,8.969,4
11.115,0.28,0.093,3.627,0.083,18.737,37.282,0.993,3.37,0.708,8.356,6
7.293,0.336,0.374,1.855,0.101,-0.247,51.65,0.998,3.26,0.598,9.761,6
5.272,0.116,0.483,2.344,0.027,9.136,65.871,0.999,3.283,0.61,10.402,4
7.406,0.724,0.092,-1.262,0.106,19.318,12.003,0.999,3.472,0.463,10.339,6
8.037,0.541,0.241,1.836,0.128,19.482,17.537,0.998,3.499,0.806,9.687,5
7.407,0.734,0.116,2.758,0.142,22.71,24.599,0.997,3.4,0.554,10.105,5
10.447,0.312,0.404,3.342,0.095,19.018,53.983,0.998,3.373,0.826,10.788,5
10.105,0.716,0.313,1.32,0.059,4.708,-8.284,0.997,3.364,0.614,11.669,5
5.717,0.466,-0.008,1.347,0.13,-4.098,4.621,0.997,3.651,0.419,10.391,6
8.964,0.559,0.53,0.397,0.086,10.245,35.892,0.994,3.211,0.884,9.346,6
8.58,0.467,0.498,3.374,0.217,20.355,15.11,0.996,3.043,0.667,10.245,6
4.521,0.212,0.303,0.517,0.081,7.901,21.991,0.995,3.095,0.548,10.653,6
8.696,0.447,0.523,4.055,0.114,29.835,45.827,0.996,3.633,0.759,9.701,7
8.074,0.415,0.598,5.639,-0.007,17.64,65.402,0.996,3.346,0.735,10.919,6
6.521,0.18,0.309,4.848,0.096,-3.199,2.3,0.995,3.631,0.806,10.025,6
6.091,0.519,0.249,3.409,0.096,17.048,158.201,0.996,3.228,0.657,11.507,4
8.772,0.455,-0.013,1.774,0.117,2.37,139.157,0.998,3.421,1.113,8.966,7
10.372,0.838,0.441,4.685,0.021,33.732,24.042,0.998,3.344,0.332,9.855,6
7.27,0.737,0.261,1.794,0.066,24.363,50.572,0.998,3.279,0.416,10.775,5
5.838,0.53,0.113,2.488,0.014,25.711,62.047,1.0,3.534,0.757,12.076,6
7.733,0.628,0.027,2.319,0.068,-7.458,45.929,1.001,3.182,0.674,11.208,6
7.353,0.655,0.108,1.241,0.16,15.368,32.865,0.994,3.05,0.927,8.73,5
10.132,0.622,0.275,0.589,0.074,30.887,48.984,1.0,3.13,0.425,11.15,5
9.903,0.244,0.056,3.804,0.064,34.551,-2.884,0.999,3.47,0.462,11.679,5
5.966,0.391,0.064,1.229,0.077,19.455,0.794,0.995,3.257,1.065,8.591,5
8.151,0.392,0.568,4.314,-0.03,12.672,59.49,0.997,3.467,0.92,11.531,6
11.647,0.476,0.097,2.075,0.139,-1.074,4.239,1.0,3.669,0.596,10.022,6
6.832,0.233,0.368,3.193,0.07,26.605,84.747,0.994,3.311,0.878,10.324,5
7.517,0.768,0.29,4.147,0.139,26.795,69.213,1.0,3.089,0.642,11.362,7
8.247,0.425,0.169,2.242,0.052,39.574,28.684,0.997,3.161,0.516,11.587,5
8.758,0.762,0.268,4.281,0.01,8.452,-1.222,0.997,2.972,0.668,10.213,5
5.838,0.563,0.353,2.21,0.104,10.234,40.217,0.997,3.214,0.751,10.201,6
9.533,0.698,0.268,2.004,0.148,16.769,63.687,0.996,3.48,0.595,11.525,5
4.899,0.814,0.271,4.242,0.065,5.339,-10.182,0.999,3.424,0.362,11.651,6
10.142,0.376,0.346,4.077,0.176,15.527,64.719,0.997,3.163,0.724,9.177,7
6.119,0.452,0.011,0.841,0.051,30.327,7.587,0.997,3.219,0.58,11.184,7
9.757,0.512,0.421,2.459,0.054,23.0,20.301,0.993,3.19,0.499,10.108,6
7.846,0.493,0.786,2.674,0.179,11.407,81.574,0.999,3.431,0.8,9.906,5
8.568,0.663,0.093,5.441,0.082,-4.362,-1.024,0.996,3.015,0.651,9.426,7
5.856,0.307,0.166,4.148,0.122,8.146,32.8,1.0,3.195,0.913,10.155,6
10.15,0.593,0.418,2.123,0.075,20.217,-5.0,0.998,3.281,0.417,10.079,5
10.429,0.447,0.392,3.131,0.057,-2.306,110.257,0.994,3.391,0.777,9.102,6
10.314,0.455,0.122,5.242,0.117,27.535,39.268,0.996,3.485,0.735,9.282,6
8.956,0.246,0.32,3.547,0.024,8.909,64.75,0.998,3.545,0.288,11.524,7
12.235,0.441,0.116,0.791,0.066,37.953,51.093,0.994,3.331,0.752,10.918,5
5.998,0.513,0.212,4.846,0.106,18.24,43.537,0.998,3.31,0.655,9.48,6
8.779,0.419,0.522,1.645,0.109,14.526,37.432,0.997,3.353,0.807,8.4,5
